,Month,Model,Region,Type,Value
0,1,COLA-RSMAS-CCSM4,AO,R,0.9263371607019983
1,1,COLA-RSMAS-CCSM4,AO,RMSE,0.8306143283843994
2,1,COLA-RSMAS-CCSM4,PDO,R,0.9862592827344009
3,1,COLA-RSMAS-CCSM4,PDO,RMSE,2.0361409187316895
4,1,COLA-RSMAS-CCSM4,WP,R,0.7371844094036839
5,1,COLA-RSMAS-CCSM4,WP,RMSE,1.6858946084976196
6,1,COLA-RSMAS-CCSM4,Nino,R,0.8917828415654095
7,1,COLA-RSMAS-CCSM4,Nino,RMSE,0.6171301007270813
8,1,COLA-RSMAS-CCSM4,SIO,R,0.9872423213888972
9,1,COLA-RSMAS-CCSM4,SIO,RMSE,0.8987671732902527
10,1,COLA-RSMAS-CCSM4,SPO,R,0.9845700545578732
11,1,COLA-RSMAS-CCSM4,SPO,RMSE,0.9086194634437561
12,1,COLA-RSMAS-CCSM4,SAO,R,0.9865436504872237
13,1,COLA-RSMAS-CCSM4,SAO,RMSE,1.0636024475097656
14,2,COLA-RSMAS-CCSM4,AO,R,0.9127702324705917
15,2,COLA-RSMAS-CCSM4,AO,RMSE,0.8746622800827026
16,2,COLA-RSMAS-CCSM4,PDO,R,0.9850981946782956
17,2,COLA-RSMAS-CCSM4,PDO,RMSE,2.0672104358673096
18,2,COLA-RSMAS-CCSM4,WP,R,0.7292582613861516
19,2,COLA-RSMAS-CCSM4,WP,RMSE,1.718203067779541
20,2,COLA-RSMAS-CCSM4,Nino,R,0.8797597904969734
21,2,COLA-RSMAS-CCSM4,Nino,RMSE,0.641964316368103
22,2,COLA-RSMAS-CCSM4,SIO,R,0.9851399809605133
23,2,COLA-RSMAS-CCSM4,SIO,RMSE,0.9512951374053955
24,2,COLA-RSMAS-CCSM4,SPO,R,0.9815898188453346
25,2,COLA-RSMAS-CCSM4,SPO,RMSE,0.9486963152885437
26,2,COLA-RSMAS-CCSM4,SAO,R,0.9829570359777834
27,2,COLA-RSMAS-CCSM4,SAO,RMSE,1.1387501955032349
28,3,COLA-RSMAS-CCSM4,AO,R,0.9034065843520823
29,3,COLA-RSMAS-CCSM4,AO,RMSE,0.9096947312355042
30,3,COLA-RSMAS-CCSM4,PDO,R,0.9843622680269484
31,3,COLA-RSMAS-CCSM4,PDO,RMSE,2.065842628479004
32,3,COLA-RSMAS-CCSM4,WP,R,0.7218609363220827
33,3,COLA-RSMAS-CCSM4,WP,RMSE,1.7467759847640991
34,3,COLA-RSMAS-CCSM4,Nino,R,0.8732160599746581
35,3,COLA-RSMAS-CCSM4,Nino,RMSE,0.6936728358268738
36,3,COLA-RSMAS-CCSM4,SIO,R,0.9832508602848269
37,3,COLA-RSMAS-CCSM4,SIO,RMSE,1.008947491645813
38,3,COLA-RSMAS-CCSM4,SPO,R,0.978381670924849
39,3,COLA-RSMAS-CCSM4,SPO,RMSE,0.9933148622512817
40,3,COLA-RSMAS-CCSM4,SAO,R,0.9795560884349657
41,3,COLA-RSMAS-CCSM4,SAO,RMSE,1.215061068534851
