,Month,Model,Region,Type,Value
0,1,CMC1-CanCM3,AO,R,0.9075721050598978
1,1,CMC1-CanCM3,AO,RMSE,1.000200629234314
2,1,CMC1-CanCM3,PDO,R,0.9881097853487819
3,1,CMC1-CanCM3,PDO,RMSE,1.8680351972579956
4,1,CMC1-CanCM3,WP,R,0.9083831473741175
5,1,CMC1-CanCM3,WP,RMSE,0.8775765299797058
6,1,CMC1-CanCM3,Nino,R,0.8829934901799747
7,1,CMC1-CanCM3,Nino,RMSE,0.672629714012146
8,1,CMC1-CanCM3,SIO,R,0.9827750577547623
9,1,CMC1-CanCM3,SIO,RMSE,1.0392171144485474
10,1,CMC1-CanCM3,SPO,R,0.9824938287867998
11,1,CMC1-CanCM3,SPO,RMSE,0.9273607730865479
12,1,CMC1-CanCM3,SAO,R,0.9797786707987604
13,1,CMC1-CanCM3,SAO,RMSE,1.1921964883804321
14,2,CMC1-CanCM3,AO,R,0.8926869386641645
15,2,CMC1-CanCM3,AO,RMSE,1.0597634315490723
16,2,CMC1-CanCM3,PDO,R,0.9858305226812817
17,2,CMC1-CanCM3,PDO,RMSE,1.937074899673462
18,2,CMC1-CanCM3,WP,R,0.8877869770151061
19,2,CMC1-CanCM3,WP,RMSE,0.9761433005332947
20,2,CMC1-CanCM3,Nino,R,0.8521667245155944
21,2,CMC1-CanCM3,Nino,RMSE,0.7557100653648376
22,2,CMC1-CanCM3,SIO,R,0.9787857601331198
23,2,CMC1-CanCM3,SIO,RMSE,1.1747126579284668
24,2,CMC1-CanCM3,SPO,R,0.9779124038040127
25,2,CMC1-CanCM3,SPO,RMSE,1.034029245376587
26,2,CMC1-CanCM3,SAO,R,0.9739484822003358
27,2,CMC1-CanCM3,SAO,RMSE,1.3811887502670288
28,3,CMC1-CanCM3,AO,R,0.8830914118341747
29,3,CMC1-CanCM3,AO,RMSE,1.0976463556289673
30,3,CMC1-CanCM3,PDO,R,0.9841105309275213
31,3,CMC1-CanCM3,PDO,RMSE,2.0215134620666504
32,3,CMC1-CanCM3,WP,R,0.8711365261337186
33,3,CMC1-CanCM3,WP,RMSE,1.0500433444976807
34,3,CMC1-CanCM3,Nino,R,0.8128101677600829
35,3,CMC1-CanCM3,Nino,RMSE,0.8395267724990845
36,3,CMC1-CanCM3,SIO,R,0.9759539631576524
37,3,CMC1-CanCM3,SIO,RMSE,1.2970472574234009
38,3,CMC1-CanCM3,SPO,R,0.9740592858053105
39,3,CMC1-CanCM3,SPO,RMSE,1.1389977931976318
40,3,CMC1-CanCM3,SAO,R,0.9691792181430376
41,3,CMC1-CanCM3,SAO,RMSE,1.546966314315796
